userName,commentContent,createTime,courseId,courseName
kakaluote94,Swift 3.0:,2017-02-25,642,玩儿转Swift 2.0（第二季）
M104,Swift3: arr.sorted(by: near500),2017-02-25,642,玩儿转Swift 2.0（第二季）
M104,Swift3 separator 和 terminator 有的,2017-02-25,642,玩儿转Swift 2.0（第二季）
trwzqh,看着头晕，我能写自响应轮播，看这个 也晕,2017-05-30,502,图片预加载
trwzqh,我的老是没反应，不能加载，也不能下一张上一张，和他一模一样,2017-05-30,502,图片预加载
trwzqh,我没有用不了呀,2017-05-29,502,图片预加载
trwzqh,上课了，开始学习,2017-05-29,502,图片预加载
厉害Sin,没人评论了,2017-05-29,502,图片预加载
厉害Sin,"说没区别的, 还没有完全理解老师的意思. 老师的有序加载是指要加载完成(下载到本地)才能加载下一张图片, 而无序加载利用each()逐个加载, 实际上是所有图片一起加载",2017-05-29,502,图片预加载
厉害Sin,没有素材啊,2017-05-29,502,图片预加载
厉害Sin,又学到一招: 快速创建包裹元素,2017-05-29,502,图片预加载
厉害Sin,"一行代码代替一整块,好神奇啊",2017-05-29,502,图片预加载
大梦谁先觉丶丶丶,为什么chrome下可以加载，火狐不能加载,2017-05-29,502,图片预加载
Knight0123456789101112,我要加油了,2017-05-24,502,图片预加载
Sukhoi,js事件冒泡。。 学到了,2017-05-22,502,图片预加载
Sukhoi,js 已经到了一定的水准了 看着费劲。大家共勉吧。,2017-05-22,502,图片预加载
一个初级程序员的成长历程,n 脸懵逼，很好的,2017-05-22,502,图片预加载
